Senaryo;SpinNo;Bahis;BakiyeOnce;BakiyeSonra;Odenen;Cluster;Tumble;CarpanDeger;CarpanKaynak;Bonus;BonusOdenen;ArdKayipOnce;Kacis;Kategori;SpinTipi;SureMs;ClusterDetay
"0. Normal Oyun";677;100;101370;101340;70;2;2;0;-;False;0;0;False;Normal;Normal;0;"S1x9=30TL | S1x9=40TL"
"0. Normal Oyun";678;100;101340;101240;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";679;100;101240;101160;20;1;1;0;-;False;0;0;False;Normal;Normal;3;"S0x8=20TL"
"0. Normal Oyun";680;100;101160;101060;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";681;100;101060;100980;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";682;100;100980;100880;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";683;100;100880;100780;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";684;100;100780;100680;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";685;100;100680;100580;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";686;100;100580;100560;80;1;1;0;-;False;0;0;False;Normal;Normal;0;"S5x8=80TL"
"0. Normal Oyun";687;100;100560;100460;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";688;100;100460;100360;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";689;100;100360;102430;2170;2;2;2;DOGAL;False;0;0;False;EpicWin;Normal;1;"S2x8=40TL | S2x9=30TL"
"0. Normal Oyun";690;100;102430;102570;240;5;5;0;-;False;0;0;False;BigWin;Normal;0;"S4x8=60TL | S0x9=20TL | S1x8=30TL | S3x8=50TL | S5x8=80TL"
"0. Normal Oyun";691;100;102570;102470;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";692;100;102470;102370;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";693;100;102370;102270;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";694;100;102270;102170;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";695;100;102170;103720;1650;3;3;10;DOGAL;False;0;0;False;EpicWin;Normal;0;"S1x8=30TL | S1x8=20TL | S4x8=60TL"
"0. Normal Oyun";696;100;103720;103620;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";697;100;103620;103540;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";698;100;103540;103440;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";699;100;103440;103340;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";700;100;103340;103390;150;2;2;0;-;False;0;0;False;Normal;Normal;0;"S6x8=100TL | S3x8=50TL"
"0. Normal Oyun";701;100;103390;103290;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";702;100;103290;103190;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";703;100;103190;103090;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";704;100;103090;102990;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";705;100;102990;102890;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";706;100;102890;103340;550;2;2;0;-;True;470;0;False;MegaWin;Bonus;0;"S4x8=60TL | S0x8=20TL"
"0. Normal Oyun";707;100;103340;103240;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";708;100;103240;103140;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";709;100;103140;103040;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";710;100;103040;102940;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";711;100;102940;105360;2520;2;2;8;DOGAL;False;0;0;False;EpicWin;Normal;0;"S1x10=60TL | S1x18=60TL"
"0. Normal Oyun";712;100;105360;105260;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";713;100;105260;105160;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";714;100;105160;105090;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";715;100;105090;104990;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";716;100;104990;105240;350;1;1;0;-;True;320;0;False;BigWin;Bonus;0;"S1x8=30TL"
"0. Normal Oyun";717;100;105240;105140;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";718;100;105140;105040;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";719;100;105040;106680;1740;1;1;10;DOGAL;False;0;0;False;EpicWin;Normal;0;"S4x8=60TL"
"0. Normal Oyun";720;100;106680;106580;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";721;100;106580;106480;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";722;100;106480;106410;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x9=30TL"
"0. Normal Oyun";723;100;106410;106310;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";724;100;106310;106210;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";725;100;106210;106110;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";726;100;106110;106060;50;2;2;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL | S1x9=30TL"
"0. Normal Oyun";727;100;106060;109260;3300;3;3;5;DOGAL;False;0;0;False;EpicWin;Normal;1;"S1x8=30TL | S0x8=20TL | S3x8=50TL"
"0. Normal Oyun";728;100;109260;109210;50;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x10=50TL"
"0. Normal Oyun";729;100;109210;109190;80;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x10=80TL"
"0. Normal Oyun";730;100;109190;109090;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";731;100;109090;109190;200;2;2;0;-;False;0;0;False;BigWin;Normal;0;"S3x8=50TL | S3x8=150TL"
"0. Normal Oyun";732;100;109190;109720;630;1;1;10;DOGAL;False;0;0;False;MegaWin;Normal;1;"S1x8=30TL"
"0. Normal Oyun";733;100;109720;109620;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";734;100;109620;109520;0;0;0;0;-;False;0;0;False;Normal;Normal;1;"-"
"0. Normal Oyun";735;100;109520;109460;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";736;100;109460;109360;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";737;100;109360;109820;560;2;2;5;DOGAL;False;0;0;False;MegaWin;Normal;0;"S1x8=30TL | S1x9=50TL"
"0. Normal Oyun";738;100;109820;109720;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";739;100;109720;109620;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";740;100;109620;109520;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";741;100;109520;109420;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";742;100;109420;109320;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";743;100;109320;109300;80;1;1;0;-;False;0;0;False;Normal;Normal;0;"S5x8=80TL"
"0. Normal Oyun";744;100;109300;109200;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";745;100;109200;109340;240;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;0;"S2x11=80TL"
"0. Normal Oyun";746;100;109340;109760;520;1;1;3;DOGAL;False;0;0;False;MegaWin;Normal;0;"S0x8=20TL"
"0. Normal Oyun";747;100;109760;109660;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";748;100;109660;109560;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";749;100;109560;109460;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";750;100;109460;109440;80;2;2;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL | S3x8=50TL"
"0. Normal Oyun";751;100;109440;109490;150;3;3;0;-;False;0;0;False;Normal;Normal;0;"S5x9=80TL | S2x8=40TL | S5x8=30TL"
"0. Normal Oyun";752;100;109490;109390;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";753;100;109390;109440;150;1;1;0;-;False;0;0;False;Normal;Normal;0;"S4x11=150TL"
"0. Normal Oyun";754;100;109440;109460;120;2;2;0;-;False;0;0;False;Normal;Normal;0;"S2x9=40TL | S5x9=80TL"
"0. Normal Oyun";755;100;109460;109360;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";756;100;109360;109950;690;1;1;3;DOGAL;False;0;0;False;MegaWin;Normal;0;"S1x8=30TL"
"0. Normal Oyun";757;100;109950;109850;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";758;100;109850;109990;240;2;2;2;DOGAL;False;0;0;False;BigWin;Normal;0;"S0x9=20TL | S6x8=100TL"
"0. Normal Oyun";759;100;109990;109910;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x9=20TL"
"0. Normal Oyun";760;100;109910;109880;70;2;2;0;-;False;0;0;False;Normal;Normal;0;"S3x9=50TL | S0x8=20TL"
"0. Normal Oyun";761;100;109880;111040;1260;0;0;0;-;True;1260;0;False;MegaWin;Bonus;0;"-"
"0. Normal Oyun";762;100;111040;110990;50;1;1;0;-;True;0;0;False;Normal;Bonus;0;"S3x9=50TL"
"0. Normal Oyun";763;100;110990;113230;2340;3;3;8;DOGAL;False;0;0;False;EpicWin;Normal;1;"S0x8=20TL | S1x8=30TL | S5x9=80TL"
"0. Normal Oyun";764;100;113230;113130;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";765;100;113130;113030;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";766;100;113030;112960;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";767;100;112960;112860;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";768;100;112860;112760;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";769;100;112760;112660;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";770;100;112660;112560;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";771;100;112560;112460;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";772;100;112460;112400;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";773;100;112400;112320;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x9=20TL"
"0. Normal Oyun";774;100;112320;112220;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";775;100;112220;112150;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";776;100;112150;113910;1860;1;1;2;DOGAL;False;0;0;False;EpicWin;Normal;1;"S4x9=60TL"
"0. Normal Oyun";777;100;113910;113940;130;2;2;0;-;False;0;0;False;Normal;Normal;0;"S0x10=50TL | S5x9=80TL"
"0. Normal Oyun";778;100;113940;113990;150;1;1;0;-;False;0;0;False;Normal;Normal;0;"S4x10=150TL"
"0. Normal Oyun";779;100;113990;113890;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";780;100;113890;113790;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";781;100;113790;113690;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";782;100;113690;113620;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";783;100;113620;113520;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";784;100;113520;113420;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";785;100;113420;113320;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";786;100;113320;113220;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";787;100;113220;113120;0;0;0;0;-;False;0;0;False;Normal;Normal;1;"-"
"0. Normal Oyun";788;100;113120;113020;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";789;100;113020;113240;320;0;0;0;-;True;320;0;False;BigWin;Bonus;0;"-"
"0. Normal Oyun";790;100;113240;113140;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";791;100;113140;113040;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";792;100;113040;112940;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";793;100;112940;112940;100;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x12=100TL"
"0. Normal Oyun";794;100;112940;112840;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";795;100;112840;112740;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";796;100;112740;112640;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";797;100;112640;112720;180;4;4;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL | S5x9=80TL | S0x8=20TL | S1x8=50TL"
"0. Normal Oyun";798;100;112720;112620;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";799;100;112620;112520;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";800;100;112520;112420;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";801;100;112420;112320;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";802;100;112320;112220;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";803;100;112220;112120;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";804;100;112120;114990;2970;3;3;5;DOGAL;False;0;0;False;EpicWin;Normal;0;"S0x9=20TL | S2x8=40TL | S1x8=30TL"
"0. Normal Oyun";805;100;114990;114940;50;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x10=50TL"
"0. Normal Oyun";806;100;114940;114840;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";807;100;114840;114760;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";808;100;114760;114810;150;3;3;0;-;False;0;0;False;Normal;Normal;0;"S2x9=40TL | S0x11=50TL | S0x9=60TL"
"0. Normal Oyun";809;100;114810;115210;500;1;1;3;DOGAL;False;0;0;False;MegaWin;Normal;0;"S0x10=50TL"
"0. Normal Oyun";810;100;115210;115260;150;2;2;0;-;False;0;0;False;Normal;Normal;0;"S0x16=50TL | S0x9=100TL"
"0. Normal Oyun";811;100;115260;115160;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";812;100;115160;115060;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";813;100;115060;114960;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";814;100;114960;114970;110;2;2;0;-;False;0;0;False;Normal;Normal;0;"S3x16=90TL | S0x8=20TL"
"0. Normal Oyun";815;100;114970;114870;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";816;100;114870;114800;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";817;100;114800;114700;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";818;100;114700;114660;60;1;1;0;-;False;0;0;False;Normal;Normal;0;"S4x8=60TL"
"0. Normal Oyun";819;100;114660;114560;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";820;100;114560;117680;3220;3;3;3;DOGAL;False;0;0;False;EpicWin;Normal;0;"S0x8=20TL | S3x17=80TL | S0x8=40TL"
"0. Normal Oyun";821;100;117680;117580;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";822;100;117580;117480;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";823;100;117480;117380;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";824;100;117380;117280;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";825;100;117280;117180;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";826;100;117180;117100;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x9=20TL"
"0. Normal Oyun";827;100;117100;117400;400;1;1;5;DOGAL;False;0;0;False;BigWin;Normal;0;"S2x8=40TL"
"0. Normal Oyun";828;100;117400;117300;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";829;100;117300;117200;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";830;100;117200;117120;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";831;100;117120;117320;300;1;1;8;DOGAL;False;0;0;False;BigWin;Normal;0;"S0x8=20TL"
"0. Normal Oyun";832;100;117320;117220;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";833;100;117220;117120;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";834;100;117120;117020;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";835;100;117020;116920;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";836;100;116920;116820;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";837;100;116820;116740;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";838;100;116740;116790;150;0;0;0;-;True;150;0;False;Normal;Bonus;0;"-"
"0. Normal Oyun";839;100;116790;116690;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";840;100;116690;116590;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";841;100;116590;116490;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";842;100;116490;116390;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";843;100;116390;117140;850;1;1;3;DOGAL;False;0;0;False;MegaWin;Normal;0;"S0x11=50TL"
"0. Normal Oyun";844;100;117140;117040;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";845;100;117040;116940;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";846;100;116940;116840;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";847;100;116840;116780;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";848;100;116780;116680;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";849;100;116680;116580;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";850;100;116580;116480;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";851;100;116480;116380;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";852;100;116380;116280;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";853;100;116280;116180;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";854;100;116180;116080;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";855;100;116080;115980;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";856;100;115980;115880;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";857;100;115880;115780;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";858;100;115780;115680;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";859;100;115680;115580;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";860;100;115580;115480;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";861;100;115480;115400;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x9=20TL"
"0. Normal Oyun";862;100;115400;115990;690;1;1;5;DOGAL;False;0;0;False;MegaWin;Normal;0;"S1x8=30TL"
"0. Normal Oyun";863;100;115990;116210;320;0;0;0;-;True;320;0;False;BigWin;Bonus;0;"-"
"0. Normal Oyun";864;100;116210;116110;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";865;100;116110;116010;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";866;100;116010;115910;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";867;100;115910;115810;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";868;100;115810;115710;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";869;100;115710;115610;0;0;0;0;-;False;0;0;False;Normal;Normal;4;"-"
"0. Normal Oyun";870;100;115610;115560;50;1;1;0;-;False;0;0;False;Normal;Normal;0;"S3x8=50TL"
"0. Normal Oyun";871;100;115560;115460;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";872;100;115460;115380;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";873;100;115380;115280;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";874;100;115280;115200;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";875;100;115200;115100;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";876;100;115100;115000;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";877;100;115000;114900;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";878;100;114900;114800;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";879;100;114800;114700;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";880;100;114700;114600;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";881;100;114600;115540;1040;1;1;8;DOGAL;False;0;0;False;MegaWin;Normal;0;"S2x8=40TL"
"0. Normal Oyun";882;100;115540;115440;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";883;100;115440;115360;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x9=20TL"
"0. Normal Oyun";884;100;115360;115260;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";885;100;115260;115160;0;0;0;0;-;False;0;0;False;Normal;Normal;1;"-"
"0. Normal Oyun";886;100;115160;115060;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";887;100;115060;114960;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";888;100;114960;114900;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";889;100;114900;114800;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";890;100;114800;114700;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";891;100;114700;114600;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";892;100;114600;114500;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";893;100;114500;114400;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";894;100;114400;114420;120;3;3;0;-;False;0;0;False;Normal;Normal;0;"S0x9=20TL | S0x8=40TL | S0x8=60TL"
"0. Normal Oyun";895;100;114420;114320;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";896;100;114320;114220;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";897;100;114220;114190;70;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x16=70TL"
"0. Normal Oyun";898;100;114190;114150;60;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x17=60TL"
"0. Normal Oyun";899;100;114150;114050;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";900;100;114050;113950;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";901;100;113950;113850;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";902;100;113850;113750;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";903;100;113750;114800;1150;2;2;3;DOGAL;False;0;0;False;MegaWin;Normal;0;"S1x9=30TL | S0x8=20TL"
"0. Normal Oyun";904;100;114800;114700;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";905;100;114700;114600;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";906;100;114600;115260;760;1;1;10;DOGAL;False;0;0;False;MegaWin;Normal;0;"S0x8=20TL"
"0. Normal Oyun";907;100;115260;115160;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";908;100;115160;115410;350;1;1;2;DOGAL;False;0;0;False;BigWin;Normal;0;"S3x8=50TL"
"0. Normal Oyun";909;100;115410;116910;1600;1;1;2;DOGAL;False;0;0;False;EpicWin;Normal;0;"S5x9=80TL"
"0. Normal Oyun";910;100;116910;116810;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";911;100;116810;116760;50;2;2;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL | S1x9=30TL"
"0. Normal Oyun";912;100;116760;116660;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";913;100;116660;116560;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";914;100;116560;116460;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";915;100;116460;116620;260;0;0;0;-;True;260;0;False;BigWin;Bonus;0;"-"
"0. Normal Oyun";916;100;116620;116520;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";917;100;116520;116420;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
