Senaryo;SpinNo;Bahis;BakiyeOnce;BakiyeSonra;Odenen;Cluster;Tumble;CarpanDeger;CarpanKaynak;Bonus;BonusOdenen;ArdKayipOnce;Kacis;Kategori;SpinTipi;SureMs;ClusterDetay
"1. Alıştırma";32;100;21730;22030;400;1;1;5;DOGAL;False;0;0;False;BigWin;Normal;1;"S0x10=50TL"
"1. Alıştırma";33;100;22030;22410;480;2;2;3;DOGAL;False;0;0;False;BigWin;Normal;1;"S2x9=40TL | S2x8=20TL"
"1. Alıştırma";34;100;22410;22760;450;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;1;"S4x11=150TL"
"1. Alıştırma";35;100;22760;23060;400;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;2;"S0x11=50TL"
"1. Alıştırma";36;100;23060;23460;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S5x13=500TL"
"1. Alıştırma";37;100;23460;23860;500;2;2;5;DOGAL;False;0;0;False;MegaWin;Normal;1;"S2x10=80TL | S2x9=20TL"
"1. Alıştırma";38;100;23860;24240;480;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;4;"S2x11=80TL"
"1. Alıştırma";39;100;24240;24540;400;1;1;5;DOGAL;False;0;0;False;BigWin;Normal;3;"S2x11=80TL"
"1. Alıştırma";40;100;24540;24940;500;1;1;0;-;False;0;0;False;MegaWin;Normal;3;"S7x10=500TL"
"1. Alıştırma";41;100;24940;25340;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";42;100;25340;25740;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";43;100;25740;26140;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";44;100;26140;26540;500;1;1;0;-;False;0;0;False;MegaWin;Normal;2;"S7x10=500TL"
"1. Alıştırma";45;100;26540;26940;500;1;1;0;-;False;0;0;False;MegaWin;Normal;7;"S7x11=500TL"
"1. Alıştırma";46;100;26940;27240;400;1;1;5;DOGAL;False;0;0;False;BigWin;Normal;1;"S2x11=80TL"
"1. Alıştırma";47;100;27240;27640;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S5x12=500TL"
"1. Alıştırma";48;100;27640;28040;500;1;1;0;-;False;0;0;False;MegaWin;Normal;2;"S5x12=500TL"
"1. Alıştırma";49;100;28040;28440;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";50;100;28440;28840;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";51;100;28840;29240;500;1;1;0;-;False;0;0;False;MegaWin;Normal;2;"S7x11=500TL"
"1. Alıştırma";52;100;29240;29640;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";53;100;29640;30040;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S5x13=500TL"
"1. Alıştırma";54;100;30040;30440;500;1;1;0;-;False;0;0;False;MegaWin;Normal;3;"S7x10=500TL"
"1. Alıştırma";55;100;30440;30840;500;1;1;5;DOGAL;False;0;0;False;MegaWin;Normal;1;"S0x13=100TL"
"1. Alıştırma";56;100;30840;31140;400;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;1;"S5x9=80TL"
"1. Alıştırma";57;100;31140;31540;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";58;100;31540;31880;440;1;1;2;DOGAL;False;0;0;False;BigWin;Normal;5;"S5x19=220TL"
"1. Alıştırma";59;100;31880;32280;500;1;1;5;DOGAL;False;0;0;False;MegaWin;Normal;1;"S3x11=100TL"
"1. Alıştırma";60;100;32280;32680;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S5x12=500TL"
"1. Alıştırma";61;100;32680;33080;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x11=500TL"
"1. Alıştırma";62;100;33080;33480;500;1;1;0;-;False;0;0;False;MegaWin;Normal;2;"S7x10=500TL"
"1. Alıştırma";63;100;33480;33880;500;1;1;0;-;False;0;0;False;MegaWin;Normal;0;"S5x13=500TL"
"1. Alıştırma";64;100;33880;34280;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S5x12=500TL"
"1. Alıştırma";65;100;34280;34680;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";66;100;34680;35080;500;1;1;0;-;False;0;0;False;MegaWin;Normal;4;"S5x12=500TL"
"1. Alıştırma";67;100;35080;35460;480;3;3;0;-;False;0;0;False;BigWin;Normal;8;"S3x12=250TL | S3x12=150TL | S3x8=80TL"
"1. Alıştırma";68;100;35460;35860;500;1;1;5;DOGAL;False;0;0;False;MegaWin;Normal;4;"S3x11=100TL"
"1. Alıştırma";69;100;35860;36260;500;1;1;0;-;False;0;0;False;MegaWin;Normal;0;"S7x11=500TL"
"1. Alıştırma";70;100;36260;36640;480;2;2;3;DOGAL;False;0;0;False;BigWin;Normal;3;"S6x9=100TL | S6x8=60TL"
"1. Alıştırma";71;100;36640;36940;400;2;2;5;DOGAL;False;0;0;False;BigWin;Normal;1;"S1x11=60TL | S1x8=20TL"
"1. Alıştırma";72;100;36940;37340;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";73;100;37340;37640;400;1;1;2;DOGAL;False;0;0;False;BigWin;Normal;1;"S0x12=100TL"
"1. Alıştırma";74;100;37640;38040;500;1;1;0;-;False;0;0;False;MegaWin;Normal;2;"S7x10=500TL"
"1. Alıştırma";75;100;38040;38440;500;1;1;0;-;False;0;0;False;MegaWin;Normal;2;"S7x11=500TL"
"1. Alıştırma";76;100;38440;38790;450;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;3;"S1x12=150TL"
"1. Alıştırma";77;100;38790;39190;500;1;1;5;DOGAL;False;0;0;False;MegaWin;Normal;1;"S6x9=100TL"
"1. Alıştırma";78;100;39190;39590;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S5x12=500TL"
"1. Alıştırma";79;100;39590;39940;450;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;1;"S4x11=150TL"
"1. Alıştırma";80;100;39940;40240;400;2;2;2;DOGAL;False;0;0;False;BigWin;Normal;1;"S1x11=60TL | S1x9=40TL"
"1. Alıştırma";81;100;40240;40640;500;1;1;0;-;False;0;0;False;MegaWin;Normal;3;"S7x10=500TL"
"1. Alıştırma";82;100;40640;40960;420;3;3;2;DOGAL;False;0;0;False;BigWin;Normal;1;"S7x9=150TL | S7x9=40TL | S7x9=20TL"
"1. Alıştırma";83;100;40960;41260;400;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;3;"S2x10=80TL"
"1. Alıştırma";84;100;41260;41660;500;1;1;0;-;False;0;0;False;MegaWin;Normal;3;"S7x11=500TL"
"1. Alıştırma";85;100;41660;42060;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x11=500TL"
"1. Alıştırma";86;100;42060;42460;500;1;1;0;-;False;0;0;False;MegaWin;Normal;7;"S7x11=500TL"
"1. Alıştırma";87;100;42460;42860;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";88;100;42860;43160;400;2;2;5;DOGAL;False;0;0;False;BigWin;Normal;1;"S1x10=60TL | S1x8=20TL"
"1. Alıştırma";89;100;43160;43560;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";90;100;43560;43960;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";91;100;43960;44360;500;2;2;5;DOGAL;False;0;0;False;MegaWin;Normal;2;"S0x11=50TL | S0x8=50TL"
"1. Alıştırma";92;100;44360;44760;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x11=500TL"
"1. Alıştırma";93;100;44760;45160;500;1;1;5;DOGAL;False;0;0;False;MegaWin;Normal;1;"S6x9=100TL"
"1. Alıştırma";94;100;45160;45510;450;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;1;"S4x10=150TL"
"1. Alıştırma";95;100;45510;45850;440;2;2;2;DOGAL;False;0;0;False;BigWin;Normal;1;"S2x13=200TL | S2x8=20TL"
"1. Alıştırma";96;100;45850;46250;500;2;2;5;DOGAL;False;0;0;False;MegaWin;Normal;1;"S2x10=80TL | S2x9=20TL"
"1. Alıştırma";97;100;46250;46550;400;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;1;"S5x9=80TL"
"1. Alıştırma";98;100;46550;46890;440;2;2;2;DOGAL;False;0;0;False;BigWin;Normal;1;"S5x10=200TL | S5x8=20TL"
"1. Alıştırma";99;100;46890;47290;500;1;1;2;DOGAL;False;0;0;False;MegaWin;Normal;1;"S3x12=250TL"
"1. Alıştırma";100;100;47290;47690;500;1;1;2;DOGAL;False;0;0;False;MegaWin;Normal;3;"S3x12=250TL"
"2. Biraz Kazandıralım";1;100;10000;10400;500;1;1;0;-;False;0;0;False;MegaWin;Normal;6;"S7x10=500TL"
"2. Biraz Kazandıralım";2;100;10400;10660;360;2;2;3;DOGAL;False;0;0;False;BigWin;Normal;2;"S0x9=20TL | S0x9=100TL"
"2. Biraz Kazandıralım";3;100;10660;11310;750;1;1;2;DOGAL;False;0;0;False;MegaWin;Normal;2;"S7x9=150TL"
"2. Biraz Kazandıralım";4;100;11310;11710;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"2. Biraz Kazandıralım";5;100;11710;11970;360;3;3;0;-;False;0;0;False;BigWin;Normal;2;"S2x12=200TL | S2x10=50TL | S2x17=110TL"
"2. Biraz Kazandıralım";6;100;11970;12190;320;2;2;0;-;False;0;0;False;BigWin;Normal;1;"S4x20=170TL | S4x12=150TL"
"2. Biraz Kazandıralım";7;100;12190;12410;320;1;1;2;DOGAL;False;0;0;False;BigWin;Normal;1;"S5x9=80TL"
"2. Biraz Kazandıralım";8;100;12410;12910;600;1;1;3;DOGAL;False;0;0;False;MegaWin;Normal;2;"S5x10=200TL"
"2. Biraz Kazandıralım";9;100;12910;13170;360;2;2;0;-;False;0;0;False;BigWin;Normal;1;"S6x11=300TL | S6x8=60TL"
"2. Biraz Kazandıralım";10;100;13170;13570;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S5x12=500TL"
"2. Biraz Kazandıralım";11;100;13570;13850;380;3;3;0;-;False;0;0;False;BigWin;Normal;1;"S2x18=130TL | S2x12=100TL | S2x8=150TL"
"2. Biraz Kazandıralım";12;100;13850;14250;500;1;1;0;-;False;0;0;False;MegaWin;Normal;0;"S5x14=500TL"
"2. Biraz Kazandıralım";13;100;14250;14710;560;3;3;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL | S7x9=20TL | S7x8=40TL"
"2. Biraz Kazandıralım";14;100;14710;14910;300;1;1;0;-;False;0;0;False;BigWin;Normal;1;"S6x10=300TL"
"2. Biraz Kazandıralım";15;100;14910;15310;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"2. Biraz Kazandıralım";16;100;15310;15670;460;2;2;2;DOGAL;False;0;0;False;BigWin;Normal;5;"S4x11=150TL | S4x8=80TL"
"2. Biraz Kazandıralım";17;100;15670;16070;500;1;1;0;-;False;0;0;False;MegaWin;Normal;3;"S7x10=500TL"
"2. Biraz Kazandıralım";18;100;16070;16720;750;1;1;3;DOGAL;False;0;0;False;MegaWin;Normal;1;"S3x13=250TL"
"2. Biraz Kazandıralım";19;100;16720;17120;500;1;1;0;-;False;0;0;False;MegaWin;Normal;0;"S5x15=500TL"
"2. Biraz Kazandıralım";20;100;17120;17320;300;1;1;0;-;False;0;0;False;BigWin;Normal;1;"S6x10=300TL"
