Senaryo;SpinNo;Bahis;BakiyeOnce;BakiyeSonra;Odenen;Cluster;Tumble;CarpanDeger;CarpanKaynak;Bonus;BonusOdenen;ArdKayipOnce;Kacis;Kategori;SpinTipi;SureMs;ClusterDetay
"0. Normal Oyun";1;100;10000;9900;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";2;100;9900;9800;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";3;100;9800;9700;0;0;0;0;-;False;0;0;False;Normal;Normal;5;"-"
"0. Normal Oyun";4;100;9700;9600;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";5;100;9600;9530;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";6;100;9530;9430;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";7;100;9430;9330;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";8;100;9330;9230;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";9;100;9230;9130;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";10;100;9130;9030;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";11;100;9030;8930;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";12;100;8930;8880;50;1;1;0;-;False;0;0;False;Normal;Normal;0;"S3x8=50TL"
"0. Normal Oyun";13;100;8880;8780;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";14;100;8780;8680;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";15;100;8680;8580;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";16;100;8580;9080;600;1;1;8;DOGAL;False;0;0;False;MegaWin;Normal;0;"S2x8=40TL"
"0. Normal Oyun";17;100;9080;8980;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";18;100;8980;8880;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";19;100;8880;8780;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";20;100;8780;8730;50;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x10=50TL"
"0. Normal Oyun";21;100;8730;8680;50;1;1;0;-;False;0;0;False;Normal;Normal;0;"S3x8=50TL"
"0. Normal Oyun";22;100;8680;8580;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";23;100;8580;8480;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";24;100;8480;8380;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";25;100;8380;8390;110;2;2;0;-;False;0;0;False;Normal;Normal;0;"S3x9=50TL | S4x9=60TL"
"0. Normal Oyun";26;100;8390;8290;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";27;100;8290;8190;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";28;100;8190;8090;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";29;100;8090;7990;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";30;100;7990;7890;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";31;100;7890;7790;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";32;100;7790;7770;80;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x10=80TL"
"0. Normal Oyun";33;100;7770;7670;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";34;100;7670;7570;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";35;100;7570;7470;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";36;100;7470;7370;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";37;100;7370;7270;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";38;100;7270;7170;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";39;100;7170;7190;120;2;2;0;-;False;0;0;False;Normal;Normal;0;"S2x9=40TL | S2x8=80TL"
"0. Normal Oyun";40;100;7190;7090;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";41;100;7090;6990;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";42;100;6990;6890;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";43;100;6890;6790;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";44;100;6790;6690;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";45;100;6690;6590;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";46;100;6590;6490;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";47;100;6490;6600;210;3;3;0;-;False;0;0;False;BigWin;Normal;0;"S3x8=50TL | S3x10=60TL | S6x8=100TL"
"0. Normal Oyun";48;100;6600;6500;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";49;100;6500;6400;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";50;100;6400;6340;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";51;100;6340;6240;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";52;100;6240;7900;1760;3;3;8;DOGAL;False;0;0;False;EpicWin;Normal;0;"S1x9=30TL | S1x8=60TL | S0x8=20TL"
"0. Normal Oyun";53;100;7900;7800;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";54;100;7800;7700;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";55;100;7700;7600;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";56;100;7600;7500;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";57;100;7500;7400;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";58;100;7400;7300;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";59;100;7300;7220;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";60;100;7220;7120;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";61;100;7120;7020;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";62;100;7020;7710;790;0;0;0;-;True;790;0;False;MegaWin;Bonus;0;"-"
"0. Normal Oyun";63;100;7710;7610;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";64;100;7610;7510;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";65;100;7510;7410;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";66;100;7410;7430;120;2;2;0;-;False;0;0;False;Normal;Normal;4;"S2x17=100TL | S0x8=20TL"
"0. Normal Oyun";67;100;7430;7430;100;1;1;0;-;False;0;0;False;Normal;Normal;0;"S6x8=100TL"
"0. Normal Oyun";68;100;7430;7350;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";69;100;7350;7250;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";70;100;7250;7650;500;2;2;5;DOGAL;False;0;0;False;MegaWin;Normal;0;"S3x8=50TL | S0x10=50TL"
"0. Normal Oyun";71;100;7650;7550;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";72;100;7550;7450;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";73;100;7450;7350;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";74;100;7350;7400;150;2;2;0;-;False;0;0;False;Normal;Normal;3;"S6x8=100TL | S3x9=50TL"
"0. Normal Oyun";75;100;7400;7330;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";76;100;7330;7230;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";77;100;7230;7400;270;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;0;"S1x9=30TL"
"0. Normal Oyun";78;100;7400;7300;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";79;100;7300;7200;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";80;100;7200;7100;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";81;100;7100;7000;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";82;100;7000;6900;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";83;100;6900;6800;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";84;100;6800;6700;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";85;100;6700;6600;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";86;100;6600;6500;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";87;100;6500;6500;100;1;1;2;DOGAL;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";88;100;6500;6400;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";89;100;6400;6840;540;1;1;5;DOGAL;False;0;0;False;MegaWin;Normal;0;"S1x8=30TL"
"0. Normal Oyun";90;100;6840;6820;80;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x10=80TL"
"0. Normal Oyun";91;100;6820;6720;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";92;100;6720;7100;480;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;0;"S1x8=30TL"
"0. Normal Oyun";93;100;7100;7000;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";94;100;7000;6900;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";95;100;6900;6800;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";96;100;6800;6820;120;2;2;0;-;False;0;0;False;Normal;Normal;0;"S3x10=100TL | S0x8=20TL"
"0. Normal Oyun";97;100;6820;6720;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";98;100;6720;6620;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";99;100;6620;6550;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";100;100;6550;6450;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";101;100;6450;6440;90;2;2;0;-;False;0;0;False;Normal;Normal;0;"S4x8=60TL | S1x8=30TL"
"0. Normal Oyun";102;100;6440;7300;960;1;1;8;DOGAL;False;0;0;False;MegaWin;Normal;0;"S4x8=60TL"
"0. Normal Oyun";103;100;7300;7200;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";104;100;7200;7100;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";105;100;7100;7000;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";106;100;7000;7010;110;3;3;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL | S4x8=60TL | S1x8=20TL"
"0. Normal Oyun";107;100;7010;7030;120;2;2;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL | S6x8=100TL"
"0. Normal Oyun";108;100;7030;6930;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";109;100;6930;6910;80;1;1;0;-;False;0;0;False;Normal;Normal;0;"S5x9=80TL"
"0. Normal Oyun";110;100;6910;6860;50;1;1;0;-;False;0;0;False;Normal;Normal;0;"S3x8=50TL"
"0. Normal Oyun";111;100;6860;6760;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";112;100;6760;6700;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";113;100;6700;6600;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";114;100;6600;6530;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x9=30TL"
"0. Normal Oyun";115;100;6530;6430;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";116;100;6430;6380;50;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x10=50TL"
"0. Normal Oyun";117;100;6380;6580;300;1;1;5;DOGAL;False;0;0;False;BigWin;Normal;0;"S4x9=60TL"
"0. Normal Oyun";118;100;6580;6640;160;2;2;2;DOGAL;False;0;0;False;Normal;Normal;0;"S0x10=50TL | S1x8=30TL"
"0. Normal Oyun";119;100;6640;6540;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";120;100;6540;6460;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";121;100;6460;6510;150;1;1;5;DOGAL;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";122;100;6510;6410;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";123;100;6410;6310;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";124;100;6310;6210;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";125;100;6210;6110;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";126;100;6110;7810;1800;1;1;10;DOGAL;False;0;0;False;EpicWin;Normal;0;"S6x9=100TL"
"0. Normal Oyun";127;100;7810;7710;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";128;100;7710;7610;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";129;100;7610;7550;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x9=40TL"
"0. Normal Oyun";130;100;7550;7450;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";131;100;7450;7370;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";132;100;7370;7270;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";133;100;7270;17250;10080;10;10;8;DOGAL;False;0;0;False;EpicWin;Normal;0;"S1x9=30TL | S5x8=80TL | S1x9=20TL | S1x8=50TL | S5x9=150TL | S1x9=40TL | S5x16=160TL | S1x8=50TL | S6x8=20TL | S5x8=30TL"
"0. Normal Oyun";134;100;17250;17150;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";135;100;17150;17130;80;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x10=80TL"
"0. Normal Oyun";136;100;17130;17030;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";137;100;17030;16930;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";138;100;16930;16830;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";139;100;16830;16770;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";140;100;16770;18470;1800;2;2;10;DOGAL;False;0;0;False;EpicWin;Normal;0;"S2x9=40TL | S4x8=60TL"
"0. Normal Oyun";141;100;18470;18370;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";142;100;18370;18270;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";143;100;18270;18590;420;3;3;3;DOGAL;False;0;0;False;BigWin;Normal;0;"S5x8=80TL | S0x8=20TL | S0x9=40TL"
"0. Normal Oyun";144;100;18590;18530;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";145;100;18530;18530;100;2;2;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL | S5x8=80TL"
"0. Normal Oyun";146;100;18530;19430;1000;1;1;10;DOGAL;False;0;0;False;MegaWin;Normal;0;"S3x9=50TL"
"0. Normal Oyun";147;100;19430;19330;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";148;100;19330;20150;920;1;1;10;DOGAL;False;0;0;False;MegaWin;Normal;0;"S2x8=40TL"
"0. Normal Oyun";149;100;20150;20050;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";150;100;20050;19950;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";151;100;19950;19880;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";152;100;19880;20030;250;1;1;5;DOGAL;False;0;0;False;BigWin;Normal;0;"S0x10=50TL"
"0. Normal Oyun";153;100;20030;19930;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";154;100;19930;19830;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";155;100;19830;20630;900;4;4;5;DOGAL;False;0;0;False;MegaWin;Normal;0;"S4x8=60TL | S4x10=50TL | S2x8=40TL | S1x8=30TL"
"0. Normal Oyun";156;100;20630;20890;360;1;1;10;DOGAL;False;0;0;False;BigWin;Normal;0;"S0x8=20TL"
"0. Normal Oyun";157;100;20890;20790;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";158;100;20790;20710;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";159;100;20710;20610;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";160;100;20610;20530;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";161;100;20530;20450;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x9=20TL"
"0. Normal Oyun";162;100;20450;20350;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";163;100;20350;20250;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";164;100;20250;20150;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";165;100;20150;20050;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";166;100;20050;19950;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";167;100;19950;19930;80;2;2;0;-;False;0;0;False;Normal;Normal;0;"S3x8=50TL | S3x9=30TL"
"0. Normal Oyun";168;100;19930;19830;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";169;100;19830;19730;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";170;100;19730;19890;260;4;4;0;-;False;0;0;False;BigWin;Normal;0;"S3x17=70TL | S1x8=30TL | S0x8=60TL | S4x8=100TL"
"0. Normal Oyun";171;100;19890;19790;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";172;100;19790;19690;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";173;100;19690;19590;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";174;100;19590;19490;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";175;100;19490;19730;340;3;3;2;DOGAL;False;0;0;False;BigWin;Normal;0;"S1x8=30TL | S2x10=80TL | S2x8=60TL"
"0. Normal Oyun";176;100;19730;19670;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";177;100;19670;19680;110;3;3;0;-;False;0;0;False;Normal;Normal;0;"S4x8=60TL | S4x9=30TL | S4x8=20TL"
"0. Normal Oyun";178;100;19680;21080;1500;2;2;10;DOGAL;False;0;0;False;EpicWin;Normal;0;"S2x8=40TL | S4x8=60TL"
"0. Normal Oyun";179;100;21080;20980;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";180;100;20980;20880;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";181;100;20880;20780;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";182;100;20780;21400;720;3;3;8;DOGAL;False;0;0;False;MegaWin;Normal;0;"S1x8=30TL | S0x8=20TL | S2x8=40TL"
"0. Normal Oyun";183;100;21400;21300;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";184;100;21300;21200;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";185;100;21200;21120;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";186;100;21120;21020;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";187;100;21020;20920;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";188;100;20920;20820;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";189;100;20820;20750;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";190;100;20750;20650;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";191;100;20650;20550;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";192;100;20550;20450;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";193;100;20450;20350;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";194;100;20350;20250;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";195;100;20250;20170;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";196;100;20170;20070;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";197;100;20070;19970;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
