Senaryo;SpinNo;Bahis;BakiyeOnce;BakiyeSonra;Odenen;Cluster;Tumble;CarpanDeger;CarpanKaynak;Bonus;BonusOdenen;ArdKayipOnce;Kacis;Kategori;SpinTipi;SureMs;ClusterDetay
"0. Normal Oyun";1;100;10000;9920;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x9=20TL"
"0. Normal Oyun";2;100;9920;9860;40;1;1;0;-;False;0;0;False;Normal;Normal;0;"S2x8=40TL"
"0. Normal Oyun";3;100;9860;9760;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";4;100;9760;10100;440;7;7;0;-;False;0;0;False;BigWin;Normal;0;"S5x9=80TL | S5x8=60TL | S5x11=100TL | S5x9=30TL | S1x9=100TL | S0x8=20TL | S1x8=50TL"
"0. Normal Oyun";5;100;10100;10000;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";6;100;10000;9930;30;1;1;0;-;False;0;0;False;Normal;Normal;0;"S1x8=30TL"
"0. Normal Oyun";7;100;9930;9830;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";8;100;9830;9730;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";9;100;9730;9630;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";10;100;9630;9530;0;0;0;0;-;False;0;0;False;Normal;Normal;1;"-"
"0. Normal Oyun";11;100;9530;9450;20;1;1;0;-;False;0;0;False;Normal;Normal;0;"S0x8=20TL"
"0. Normal Oyun";12;100;9450;9350;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";13;100;9350;9450;200;3;3;0;-;False;0;0;False;BigWin;Normal;0;"S7x8=150TL | S7x8=20TL | S1x8=30TL"
"0. Normal Oyun";14;100;9450;9350;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";15;100;9350;9250;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";16;100;9250;9230;80;1;1;0;-;False;0;0;False;Normal;Normal;0;"S5x9=80TL"
"0. Normal Oyun";17;100;9230;9190;60;1;1;0;-;False;0;0;False;Normal;Normal;0;"S4x8=60TL"
"0. Normal Oyun";18;100;9190;9090;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";19;100;9090;8990;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";20;100;8990;8890;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";21;100;8890;8790;0;0;0;0;-;False;0;0;False;Normal;Normal;1;"-"
"0. Normal Oyun";22;100;8790;8690;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";23;100;8690;8590;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";24;100;8590;8540;50;1;1;0;-;False;0;0;False;Normal;Normal;0;"S3x8=50TL"
"0. Normal Oyun";25;100;8540;8440;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";26;100;8440;8340;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";27;100;8340;8240;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";28;100;8240;8140;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";29;100;8140;8040;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"0. Normal Oyun";30;100;8040;7940;0;0;0;0;-;False;0;0;False;Normal;Normal;0;"-"
"1. Alıştırma";1;100;10000;10400;500;2;2;5;DOGAL;False;0;0;False;MegaWin;Normal;10;"S0x10=50TL | S0x8=50TL"
"1. Alıştırma";2;100;10400;10800;500;1;1;0;-;False;0;0;False;MegaWin;Normal;2;"S7x10=500TL"
"1. Alıştırma";3;100;10800;11200;500;1;1;0;-;False;0;0;False;MegaWin;Normal;3;"S5x12=500TL"
"1. Alıştırma";4;100;11200;11600;500;1;1;0;-;False;0;0;False;MegaWin;Normal;4;"S7x10=500TL"
"1. Alıştırma";5;100;11600;11900;400;1;1;2;DOGAL;False;0;0;False;BigWin;Normal;2;"S0x14=100TL"
"1. Alıştırma";6;100;11900;12300;500;1;1;0;-;False;0;0;False;MegaWin;Normal;1;"S7x10=500TL"
"1. Alıştırma";7;100;12300;12700;500;1;1;0;-;False;0;0;False;MegaWin;Normal;2;"S5x12=500TL"
"1. Alıştırma";8;100;12700;13020;420;1;1;5;DOGAL;False;0;0;False;BigWin;Normal;9;"S4x9=60TL"
"1. Alıştırma";9;100;13020;13420;500;1;1;5;DOGAL;False;0;0;False;MegaWin;Normal;3;"S6x8=100TL"
"1. Alıştırma";10;100;13420;13800;480;2;2;3;DOGAL;False;0;0;False;BigWin;Normal;2;"S0x14=100TL | S0x8=60TL"
"1. Alıştırma";11;100;13800;14150;450;1;1;3;DOGAL;False;0;0;False;BigWin;Normal;1;"S4x10=150TL"
